"Gene.Symbol","log2FoldChange","pvalue","padj"
"Ambp",0.728407948787096,3.29929009551754e-06,0.000188207434655678
"Pecam1",2.29847926623436,3.32056031700434e-06,0.000188769860220628
"Nrep",-2.42458236416762,3.52239058881018e-06,0.000199557902433859
"Gm34766",6.67684523560307,3.55473968495418e-06,0.000200703271700331
"Sult1a1",0.970637489933934,3.58852202953025e-06,0.000201464082276184
"Plekha2",4.26747426756123,3.60248347484344e-06,0.000201464082276184
"Cnnm1",2.77744282000524,3.60474934133775e-06,0.000201464082276184
"Gm34014",-5.62606602953269,3.68654640405904e-06,0.000205341875967504
"Aadac",0.897132654727963,3.72205835956496e-06,0.000206624199470749
"Cpm",1.44800108692089,3.76378680605458e-06,0.000208241890075455
"Ctsl",0.938607756933934,3.81700854744196e-06,0.000210482574667774
"Nrp2",-1.56237685973471,3.96126864807079e-06,0.000217711851312409
"Chpf",2.46246451949145,4.03893672658141e-06,0.000221245464463034
"Esr1",-0.994602576810269,4.18060226620895e-06,0.000228249845841237
"Shisa5",1.10422344500975,4.35207534007673e-06,0.00023683020510161
"Rufy4",-6.12405399791393,4.36981509664185e-06,0.000237015905389331
"Nt5e",-1.26096855447074,4.47007984982949e-06,0.000241661865868396
"Stap1",2.20333762627893,4.59513596007606e-06,0.000247613466408919
"Col1a2",3.73846319438681,4.64492376742188e-06,0.000249483681443053
"Cd276",-5.92856932342901,4.70995990310301e-06,0.000252158144585867
"Arrb1",1.88367517613677,4.73448429573919e-06,0.000252653463562624
"C8a",-1.50923540080149,4.80491854724409e-06,0.000255587676935881
"Gm32547",-4.60651219985983,4.85140058992979e-06,0.000257233076792335
"Lgmn",1.35717972409623,5.30888079777475e-06,0.000280590463378874
"Bmp6",2.65459808297818,5.3462145010729e-06,0.000281511716874119
"Itgal",2.50254464166415,5.36034521038187e-06,0.000281511716874119
"Gm31091",-1.71620831450897,5.46442990573646e-06,0.000285193261889311
"Top2a",3.37642326268689,5.46492558900512e-06,0.000285193261889311
"Eda2r",5.89626845987392,5.5342926625295e-06,0.000287905042503854
"Gm15521",2.74215469978008,5.67354911231205e-06,0.000294224209921562
"Dock4",-0.765481171023032,5.80033642212633e-06,0.000299859266972612
"Cyth4",3.17066490105836,5.85542659944332e-06,0.000301764243721467
"Gm9902",-5.50781146439798,5.8960628634876e-06,0.000302914807300234
"Dock2",3.53438440283756,6.13363144916156e-06,0.000313403878041921
"Eml6",2.60946438373742,6.15319975189506e-06,0.000313403878041921
"Ube2u",-5.61429785617059,6.15706101454539e-06,0.000313403878041921
"BC024139",-1.92483316275975,6.28637633171062e-06,0.000319004673789843
"Prkcb",3.3066028826273,6.34378657930977e-06,0.000320026424448461
"C6",2.77028238927897,6.34520142773955e-06,0.000320026424448461
"Tnfaip8l3",5.4249181217253,6.36688452889756e-06,0.000320143984077666
"AB124611",4.3396517265933,6.46409321519326e-06,0.000324046951693764
"Crlf2",1.67364513943502,6.53871088745623e-06,0.000326797263477911
"Pam",1.94797223835789,6.62902003706537e-06,0.000330312886967387
"Colec11",2.32175777020823,6.65817531767158e-06,0.000330769352192916
"Sp100",2.37287553701277,6.8191603112247e-06,0.000337752601882007
"Cmklr1",3.90756182390044,6.98132243377545e-06,0.000344752289617753
"Sds",1.25344560783083,7.03935502053618e-06,0.000346583482454554
"Fcgr2b",1.5098681431981,7.07580682255702e-06,0.000347344428087717
"LOC118567625",-5.95138518179499,7.18657403500584e-06,0.000351738148701484
"Igfbp3",3.0491611210513,7.28258199116232e-06,0.000355385704660172
"Oas1a",2.85911641109698,7.57354703476655e-06,0.000368497613518068
"Gm826",-2.78240556905306,7.939874172814e-06,0.000385188675779654
"Amotl1",1.96169110959803,8.02194604850115e-06,0.000387348682582033
"Klf2",1.97635364741727,8.0312275963028e-06,0.000387348682582033
"Hmox1",2.42092920232374,8.15062148387444e-06,0.000391964334906206
"Pde2a",1.7544719226873,8.20756848391886e-06,0.000393558856317303
"Paics",-1.02755506737327,8.33544642041254e-06,0.000398535520615274
"Ecm1",1.46932010983206,8.72282397382654e-06,0.000415090775278
"Cd68",2.27451250880305,8.73188598178952e-06,0.000415090775278
"Gm52313",2.81312627209231,8.80729546469607e-06,0.000417475899348043
"Ehd3",1.54090333608938,8.89237110815849e-06,0.00042030427212076
"Aqp1",1.82470570924505,8.97461771320974e-06,0.000422983193246805
"Gm15998",-2.62020622190659,9.04045976034675e-06,0.000424875925611978
"Zbtb18",-0.904143172736019,9.10984401178251e-06,0.00042553408907189
"Fcgr4",4.7794568906183,9.12418992605309e-06,0.00042553408907189
"Pparg",-2.95790060952505,9.1316328127015e-06,0.00042553408907189
"Abca8a",-1.01531821269663,9.57586185996321e-06,0.000444981693116212
"Fyb",2.46711378413262,9.80514952805603e-06,0.000454360192276277
"LOC118567882",-2.96728645370551,9.93578121342052e-06,0.000459127454227977
"Slc25a48",1.50791564643565,1.09761439827586e-05,0.00050578927550634
"Fam117a",-2.21386317216656,1.11443223909651e-05,0.000512112570315931
"Mamdc2",5.81214200853096,1.12281543427248e-05,0.000514535615766474
"Asb2",2.55639758249938,1.17215005260719e-05,0.000535659622107203
"Pfkfb3",-1.18734915507641,1.20020653590266e-05,0.000546970157670461
"Clec1b",2.77144791045459,1.20959226848825e-05,0.00054973310158245
"Vim",2.45126297280686,1.22019656544952e-05,0.000553033199513191
"Sort1",-1.49207595281663,1.24510370724793e-05,0.000562780071830669
"Ctsb",0.720352925274919,1.26569762892869e-05,0.000570529587884669
"Ttc28",2.09828610118718,1.28226525040085e-05,0.000576427011885361
"Pxdn",2.28775274596126,1.30408358460861e-05,0.000584646469923584
"Tbc1d1",1.53089608832896,1.32908456382835e-05,0.000592675621918177
"Arap3",2.08117966947508,1.32984970629249e-05,0.000592675621918177
"Man2b1",0.587716483619987,1.33274092579074e-05,0.000592675621918177
"Parp8",5.50740299614754,1.33853099859414e-05,0.000593654646373802
"Rdh9",-1.44800393156015,1.35190848410659e-05,0.000597984546860301
"Ccdc148",2.70345249537931,1.36918581455075e-05,0.000604011758136346
"Shf",-1.20451594518243,1.37438189219464e-05,0.000604691479855742
"Selenbp2",3.60666368215928,1.38518506292794e-05,0.000607030077459568
"Abcg1",2.1758336753297,1.38703602296873e-05,0.000607030077459568
"Cerk",2.31317662665718,1.42553214535695e-05,0.00062223161690343
"Colec12",-1.73733663062446,1.45631929435277e-05,0.000633997107538889
